CustomerID,country,max_price,total_value,frequency,avg_items,recency,avg_order_time
12380.0,Belgium,24.95,7171.0,8,33.375,22,91.0
12381.0,Norway,12.75,1433.46,3,27.333333333333332,5,57.0
12383.0,Belgium,12.75,1617.31,5,18.8,185,41.25
12384.0,Switzerland,12.75,406.15999999999997,2,12.5,29,92.0
12385.0,Belgium,14.95,1668.3999999999999,1,64.0,380,0.0
12386.0,Australia,6.75,660.8,2,9.0,338,29.0
12387.0,Australia,16.95,143.94,1,9.0,416,0.0
12388.0,Australia,11.15,3901.1100000000006,8,18.25,16,80.43
12389.0,Australia,9.95,1433.3299999999997,3,16.333333333333332,403,126.0
12390.0,Belgium,16.95,504.84,1,31.0,80,0.0
12391.0,Cyprus,79.95,2747.82,6,46.833333333333336,22,128.0
12392.0,Australia,9.95,234.75000000000003,1,7.0,592,0.0
12393.0,Australia,12.75,2376.75,6,17.833333333333332,73,70.8
12394.0,Belgium,9.95,1080.48,2,12.5,64,153.0
12395.0,Belgium,39.95,4530.92,15,15.866666666666667,20,41.21
12396.0,RSA,10.95,931.4300000000006,1,65.0,675,0.0
12397.0,Belgium,16.95,2214.8999999999996,2,62.0,36,99.0
12398.0,Switzerland,7.95,1435.6599999999999,1,84.0,46,0.0
12399.0,Belgium,4.95,1842.3,7,14.714285714285714,120,87.33
12400.0,Australia,4.95,205.25,1,11.0,415,0.0
12401.0,Belgium,12.75,69.3,1,4.0,304,0.0
12402.0,Belgium,12.75,1124.1499999999999,6,10.666666666666666,324,69.0
12403.0,Denmark,4.95,947.3600000000001,2,3.5,50,471.0
12404.0,Finland,63.24,63.24,1,1.0,683,0.0
12405.0,Finland,8.5,1390.3900000000006,1,53.0,149,0.0
12406.0,Denmark,14.95,6072.21,5,33.2,23,168.25
12407.0,Belgium,10.95,1507.12,5,14.4,50,53.0
12408.0,Belgium,34.95,3859.6400000000003,8,19.0,33,66.14
12409.0,Switzerland,29.95,23090.469999999994,7,37.714285714285715,79,80.67
12410.0,Switzerland,12.75,761.46,3,12.666666666666666,309,96.5
12411.0,Australia,9.95,346.9,1,22.0,410,0.0
12412.0,Denmark,8.5,2389.0299999999997,6,20.166666666666668,75,92.4
12413.0,France,29.95,861.5,4,12.0,67,111.33
12414.0,Austria,5.45,442.4100000000001,4,5.5,218,81.67
12415.0,Australia,29.95,143107.01999999996,24,38.416666666666664,25,21.35
12416.0,Australia,2.1,202.56,1,11.0,657,0.0
12417.0,Belgium,29.95,5909.210000000001,20,17.55,4,37.95
12418.0,Switzerland,9.95,2016.95,4,25.5,113,172.0
12419.0,Spain,14.95,391.01,2,11.5,386,27.0
12420.0,Cyprus,16.95,600.3900000000001,1,29.0,64,0.0
12421.0,Spain,16.95,869.6,6,9.833333333333334,16,97.4
12422.0,Australia,16.95,3639.35,12,13.5,96,56.27
12423.0,Belgium,16.95,2291.1900000000005,10,15.5,1,51.11
12424.0,Australia,9.95,3289.7800000000007,4,23.0,163,128.33
12425.0,Portugal,12.75,1680.8100000000002,2,45.5,79,370.0
12426.0,Germany,16.95,1167.41,2,37.5,195,468.0
12427.0,Germany,8.5,831.8700000000001,3,12.333333333333334,22,174.5
12428.0,Finland,16.95,6366.0,8,35.875,26,36.57
12429.0,Austria,14.95,6929.51,8,21.125,10,76.43
12430.0,Norway,11.95,216.4,1,10.0,44,0.0
12431.0,Australia,16.95,10389.410000000002,25,16.0,36,27.0
12432.0,Norway,65.0,4359.320000000001,4,26.75,43,43.0
12433.0,Norway,14.95,20581.26,10,70.6,1,52.44
12434.0,Australia,9.95,1062.4799999999998,3,23.333333333333332,85,147.5
12435.0,Denmark,14.95,13925.929999999998,6,18.666666666666668,80,131.2
12436.0,Norway,5.45,429.01000000000005,1,15.0,100,0.0
12437.0,France,12.75,11011.85,38,13.921052631578947,2,19.38
12438.0,Norway,12.75,2466.85,2,48.0,15,125.0
12439.0,Cyprus,14.95,1104.4799999999998,2,36.0,683,43.0
12440.0,Austria,9.95,648.1500000000001,2,15.0,463,255.0
12441.0,France,4.65,311.09999999999997,1,20.0,367,0.0
12442.0,Spain,2.95,144.06,1,11.0,4,0.0
12443.0,Norway,12.75,365.31000000000006,1,20.0,733,0.0
12444.0,Norway,24.95,4085.4599999999996,5,34.4,22,37.25
12445.0,Spain,4.95,370.48,2,11.5,23,398.0
12446.0,RSA,14.95,1002.3099999999998,1,57.0,58,0.0
12447.0,Belgium,9.95,431.49,1,25.0,244,0.0
12448.0,Spain,65.0,365.4500000000001,1,21.0,45,0.0
12449.0,Belgium,9.95,4274.889999999999,5,39.2,23,103.5
12450.0,Spain,12.75,666.95,5,7.4,157,79.0
12451.0,Switzerland,29.95,12506.529999999999,8,63.75,11,73.57
12452.0,Switzerland,8.5,348.57000000000005,1,20.0,17,0.0
12453.0,Austria,6.75,707.0899999999999,1,43.0,135,0.0
12454.0,Spain,41.75,4072.7099999999987,4,9.75,57,121.0
12455.0,Cyprus,39.95,5722.95,9,24.444444444444443,74,80.5
12456.0,Switzerland,12.75,2553.89,3,40.666666666666664,45,104.5
12457.0,Cyprus,16.95,2032.3099999999997,7,11.428571428571429,67,61.0
12458.0,Switzerland,9.95,1502.4900000000002,4,20.0,72,138.33
12459.0,Spain,14.95,398.3599999999999,1,22.0,606,0.0
12460.0,Belgium,9.95,296.65,1,17.0,457,0.0
12461.0,Switzerland,8.5,626.8800000000001,1,34.0,155,0.0
12462.0,Spain,12.75,872.01,2,30.0,19,284.0
12463.0,Belgium,12.75,1165.63,4,19.75,54,62.0
12464.0,Belgium,16.95,957.0500000000001,8,2.75,11,42.29
12465.0,Belgium,9.95,673.8900000000001,2,22.5,18,152.0
12466.0,France,56.73,56.73,1,1.0,683,0.0
12468.0,Germany,12.75,3192.55,5,29.0,188,123.25
12469.0,Thailand,12.75,3070.54,2,38.0,523,14.0
12470.0,Unspecified,15.95,211.95000000000002,1,23.0,690,0.0
12471.0,Germany,41.09,33364.61,72,15.13888888888889,3,9.99
12472.0,Germany,29.95,15570.690000000002,19,46.89473684210526,33,37.78
12473.0,Germany,16.95,2555.77,3,53.666666666666664,54,68.5
12474.0,Germany,65.0,10904.45,29,23.551724137931036,18,22.68
12475.0,Germany,9.95,1065.64,2,29.5,54,356.0
12476.0,Germany,21.95,11951.62,18,27.77777777777778,16,28.18
12477.0,Germany,16.95,20173.64,9,62.666666666666664,23,74.75
12478.0,Greece,8.5,545.99,1,35.0,4,0.0
12479.0,Germany,9.95,423.3,1,30.0,12,0.0
12480.0,Germany,16.95,4805.1,7,33.57142857142857,29,79.5
12481.0,Germany,16.95,11047.029999999999,14,27.0,23,44.46
12482.0,Sweden,7.65,21941.719999999998,27,7.481481481481482,577,2.88
12483.0,Sweden,7.65,4031.33,19,6.473684210526316,18,36.17
12484.0,Spain,12.75,5506.849999999999,9,52.111111111111114,36,80.38
12485.0,Sweden,8.95,708.0999999999999,1,34.0,530,0.0
12486.0,Sweden,16.95,917.2800000000001,1,48.0,432,0.0
12487.0,Sweden,2.55,259.79999999999995,1,2.0,731,0.0
12488.0,France,16.95,1244.6599999999999,3,18.0,10,32.5
12489.0,France,15.95,298.93,1,14.0,337,0.0
12490.0,France,12.5,8759.640000000001,20,22.05,6,38.16
12491.0,France,8.95,424.4000000000001,1,25.0,39,0.0
12492.0,Germany,9.95,607.21,3,13.0,64,169.5
12493.0,France,16.95,362.79,2,10.0,166,31.0
12494.0,France,10.95,1491.5200000000002,9,11.333333333333334,16,69.38
12495.0,Sweden,8.5,243.39999999999998,1,16.0,641,0.0
12496.0,Spain,3.75,54.09,2,6.5,621,0.0
12497.0,Germany,36.75,5959.75,3,18.333333333333332,82,281.0
12498.0,Germany,5.95,349.7,3,7.0,22,18.0
12499.0,Germany,8.5,357.71999999999997,1,26.0,561,0.0
12500.0,Germany,21.95,5494.310000000001,18,7.222222222222222,24,37.82
12501.0,Germany,16.95,1945.6799999999992,1,148.0,337,0.0
12502.0,Spain,18.95,2995.8700000000003,5,28.4,96,53.25
12503.0,Spain,1.6,896.0,1,1.0,585,0.0
12504.0,Germany,12.75,321.0,4,4.25,19,192.33
12505.0,Italy,16.95,744.5,1,41.0,409,0.0
12506.0,France,7.95,73.50000000000003,1,23.0,233,0.0
12507.0,Spain,12.75,1461.31,4,11.5,135,150.0
12508.0,France,4.95,398.27,2,34.5,27,2.0
12509.0,France,8.5,158.5,1,6.0,285,0.0
12510.0,Spain,8.5,2989.330000000001,7,19.571428571428573,143,98.0
12511.0,Greece,19.95,3065.7700000000004,1,190.0,429,0.0
12512.0,Israel,7.95,138.03000000000006,2,17.0,67,0.0
12513.0,France,12.75,532.7900000000001,1,34.0,113,0.0
12514.0,Italy,12.75,1597.7600000000002,2,42.0,268,374.0
12515.0,Italy,12.75,278.7,1,15.0,354,0.0
12516.0,Germany,2.95,2288.62,4,17.5,78,173.33
12517.0,Germany,9.95,2284.8900000000003,4,70.25,29,53.33
12518.0,Germany,9.95,1840.89,5,23.8,1,27.0
12519.0,Germany,8.5,605.1899999999999,2,19.0,64,413.0
12520.0,Germany,16.95,2294.510000000001,5,29.4,80,48.25
12521.0,Germany,14.95,545.6800000000001,1,37.0,143,0.0
12522.0,Germany,4.95,156.72,2,5.0,40,12.0
12523.0,France,25.0,3896.850000000001,23,10.391304347826088,20,31.86
12524.0,Germany,12.75,9759.359999999999,17,13.176470588235293,10,40.88
12525.0,France,9.95,745.1799999999998,3,19.666666666666668,499,74.0
12526.0,Germany,12.75,1172.6599999999999,3,22.666666666666668,1,46.5
12527.0,Germany,8.5,717.5099999999999,5,6.2,82,111.25
12528.0,Germany,16.95,1634.2799999999997,6,14.333333333333334,10,60.4
12529.0,France,9.95,311.78,1,21.0,529,0.0
12530.0,Germany,34.95,3329.8599999999997,9,16.555555555555557,60,72.38
12531.0,Germany,29.95,1737.0499999999995,2,63.0,15,671.0
12532.0,France,8.25,313.83,1,15.0,31,0.0
12533.0,Germany,12.75,1005.9899999999999,2,35.0,628,110.0
12534.0,Germany,18.95,981.1800000000001,1,62.0,131,0.0
12535.0,France,8.95,716.3500000000001,2,17.0,92,94.0
12536.0,France,16.95,4151.260000000004,1,259.0,60,0.0
12537.0,Sweden,9.95,612.9399999999998,1,42.0,409,0.0
12538.0,Spain,14.95,640.45,2,17.0,30,349.0
12539.0,Spain,16.95,11186.75,7,71.85714285714286,23,115.17
12540.0,Spain,29.95,19159.29,32,23.09375,20,22.45
12541.0,Spain,12.5,841.1799999999998,3,16.333333333333332,30,125.0
12542.0,Spain,12.75,423.37999999999994,2,19.5,485,156.0
12543.0,Spain,12.75,840.2500000000001,1,42.0,449,0.0
12544.0,Spain,7.95,299.7,1,18.0,37,0.0
12545.0,Spain,12.75,832.39,2,24.0,76,184.0
12546.0,Spain,11.95,1001.5,2,33.5,47,31.0
12547.0,Spain,2.55,299.58,3,6.0,198,150.5
12548.0,Spain,1.45,67.19999999999999,1,4.0,167,0.0
12549.0,USA,4.95,1570.6799999999998,5,9.6,576,30.0
12550.0,Spain,9.95,824.8299999999994,1,56.0,80,0.0
12551.0,Spain,1.95,168.0,1,10.0,358,0.0
12552.0,Italy,14.95,317.81999999999994,1,19.0,40,0.0
12553.0,France,29.95,4044.8199999999997,12,18.916666666666668,9,37.18
12554.0,Spain,9.95,384.49999999999994,1,25.0,449,0.0
12555.0,Spain,129.23,129.23,1,1.0,683,0.0
12556.0,Spain,12.75,603.7099999999998,2,60.5,51,100.0
12557.0,Spain,3.75,18716.14,8,7.25,17,100.43
12559.0,Germany,12.75,500.2099999999999,2,10.0,311,8.0
12560.0,Germany,16.95,1885.39,2,51.5,6,137.0
12561.0,Germany,7.95,238.85,1,16.0,303,0.0
12562.0,France,16.95,4426.92,9,22.0,9,53.0
12563.0,Italy,3.75,221.24,1,12.0,409,0.0
12564.0,France,16.95,402.9000000000001,1,20.0,262,0.0
12565.0,Saudi Arabia,5.49,131.17,1,9.0,289,0.0
12566.0,Germany,9.95,292.70000000000005,1,18.0,87,0.0
12567.0,France,42.95,12151.819999999998,15,41.6,23,45.5
12568.0,Germany,10.65,52.0,1,4.0,645,0.0
12569.0,Germany,10.95,3128.9900000000002,32,4.90625,3,7.65
12570.0,Spain,77.52,77.52,1,1.0,683,0.0
12571.0,France,4.95,519.61,2,17.0,40,81.0
12572.0,Germany,16.95,896.7200000000001,2,29.0,9,43.0
12573.0,France,9.95,717.4100000000001,5,23.8,228,58.75
12574.0,France,9.95,182.45000000000002,1,10.0,316,0.0
12575.0,France,12.75,568.8199999999999,2,18.0,458,69.0
12576.0,Poland,24.95,2003.87,8,17.625,36,69.57
12577.0,France,10.4,1587.3999999999996,8,37.625,36,99.86
12578.0,Italy,14.95,3956.4500000000007,4,42.0,22,140.0
12579.0,France,12.75,374.71999999999997,1,28.0,79,0.0
12580.0,Germany,4.95,962.9000000000001,2,28.0,247,329.0
12581.0,Germany,9.95,179.70999999999998,1,14.0,40,0.0
12582.0,Finland,12.75,1820.3999999999999,4,25.25,239,112.67
12583.0,France,16.95,13210.899999999998,27,16.22222222222222,3,27.62
12584.0,Italy,16.95,1809.9499999999994,9,10.555555555555555,4,34.0
12585.0,Germany,15.95,1766.81,2,42.5,235,117.0
12586.0,Italy,16.95,2028.67,4,23.5,18,235.0
12587.0,Finland,2.08,104.0,1,3.0,8,0.0
12588.0,Finland,12.75,698.9799999999999,3,14.0,40,279.0
12589.0,France,16.95,2752.1700000000005,6,28.833333333333332,29,131.8
12590.0,Germany,7.65,9330.480000000003,1,67.0,212,0.0
12591.0,Italy,16.95,1128.1499999999999,3,22.0,318,45.5
12592.0,Germany,8.5,1723.6399999999999,4,19.0,93,142.0
12593.0,France,3.95,382.1,3,6.666666666666667,109,55.0
12594.0,Italy,8.95,4862.51,14,13.785714285714286,38,46.31
12595.0,Germany,9.95,281.02000000000004,1,18.0,505,0.0
12596.0,Spain,9.95,450.27,2,12.5,52,190.0
12597.0,Spain,16.95,3067.130000000001,4,50.5,20,82.67
12598.0,France,12.75,4072.6700000000014,10,19.9,10,70.44
12599.0,France,10.65,2026.7199999999998,13,9.23076923076923,30,45.08
12600.0,Germany,22.95,4383.72,21,5.285714285714286,29,34.7
12601.0,Germany,39.95,565.76,6,4.666666666666667,190,42.4
12602.0,France,11.95,153.12000000000003,1,12.0,59,0.0
12603.0,Germany,10.95,613.1999999999999,1,1.0,22,0.0
12604.0,France,4.95,236.18,2,7.5,80,182.0
12605.0,Germany,9.95,1109.9499999999998,3,24.0,377,40.5
12606.0,Spain,21.0,21.0,1,1.0,683,0.0
12608.0,United Kingdom,2.95,415.78999999999996,1,16.0,405,0.0
12609.0,Germany,12.75,3021.86,9,18.444444444444443,79,79.88
12610.0,Italy,16.95,1705.99,4,25.5,23,34.0
12611.0,Italy,11.95,1193.32,1,65.0,53,0.0
12612.0,Germany,6.95,607.59,1,18.0,75,0.0
12613.0,Germany,12.75,6051.52,9,35.333333333333336,58,83.12
12614.0,Germany,9.95,315.59999999999997,1,20.0,278,0.0
12615.0,France,16.95,5186.879999999999,8,33.0,3,89.57
12616.0,France,9.95,937.3499999999998,3,17.0,96,146.5
12617.0,France,9.95,355.5300000000002,1,42.0,30,0.0
12618.0,Italy,7.95,137.31,1,10.0,22,0.0
12619.0,Germany,12.75,3048.949999999999,9,10.222222222222221,17,67.75
12620.0,France,9.95,1303.4099999999999,3,30.333333333333332,15,94.5
12621.0,Germany,16.95,22329.31,35,21.057142857142857,2,19.09
12622.0,Germany,12.75,162.09999999999997,1,10.0,233,0.0
12623.0,Germany,8.5,3315.8399999999997,7,23.714285714285715,277,69.67
12624.0,France,12.75,569.13,2,18.0,107,71.0
12625.0,Germany,16.95,4627.38,4,44.75,212,127.67
12626.0,Germany,14.95,5722.3499999999985,9,31.666666666666668,24,37.5
12627.0,Germany,16.95,4082.5299999999997,6,37.333333333333336,11,25.4
12628.0,Germany,8.5,715.61,3,12.666666666666666,5,29.5
12629.0,Sweden,16.95,1198.2200000000003,2,21.5,386,37.0
12630.0,Finland,16.95,1030.88,2,31.0,10,34.0
12631.0,Finland,9.95,3292.2699999999995,6,30.333333333333332,58,126.8
12632.0,Germany,2.95,684.8800000000001,2,16.5,521,44.0
12633.0,Germany,29.95,5073.209999999999,7,42.714285714285715,59,77.33
12634.0,USA,2.55,360.0,1,19.0,549,0.0
12635.0,Germany,10.95,2624.409999999999,4,43.75,90,122.0
12637.0,France,29.95,8127.66,12,52.666666666666664,68,42.82
12638.0,Sweden,12.75,681.49,2,23.0,34,606.0
12639.0,Sweden,14.95,1072.37,3,20.333333333333332,239,194.5
12640.0,France,16.95,994.5799999999999,3,16.666666666666668,24,28.5
12641.0,Sweden,8.5,145.9,1,9.0,116,0.0
12642.0,Germany,16.95,905.26,3,14.666666666666666,26,41.0
12643.0,France,4.65,7379.899999999999,11,3.909090909090909,129,47.8
12644.0,Germany,16.95,1797.5400000000004,4,27.5,130,188.0
12645.0,Germany,4.95,3175.1,8,19.0,34,90.0
12646.0,USA,12.75,1346.9699999999998,2,22.5,5,44.0
12647.0,Germany,21.95,14710.79,35,14.742857142857142,23,19.24
12648.0,Germany,9.95,1024.0,4,15.25,155,182.0
12649.0,Germany,16.95,2040.7000000000003,8,14.0,108,83.71
12650.0,France,3.95,242.44,1,19.0,4,0.0
12651.0,France,6.75,365.3,4,7.5,335,43.33
12652.0,France,14.95,885.5799999999997,2,25.0,332,102.0
12653.0,Israel,10.95,4160.83,3,28.666666666666668,149,188.5
12654.0,Germany,12.75,529.98,5,6.8,11,70.75
12655.0,France,9.95,243.35,1,15.0,424,0.0
12656.0,France,16.95,5636.78,8,29.875,18,77.43
12657.0,France,12.75,1008.0599999999998,4,11.0,12,22.0
12658.0,Germany,12.75,632.0500000000001,1,35.0,19,0.0
12659.0,France,3.75,73.68,1,4.0,30,0.0
12660.0,France,5.95,227.10000000000002,1,12.0,12,0.0
12661.0,Sweden,1.45,162.00000000000003,1,11.0,437,0.0
12662.0,Germany,29.95,6335.17,20,19.3,1,31.95
12663.0,Germany,4.95,150.00000000000003,2,4.0,625,43.0
12664.0,Finland,4.15,5420.040000000001,11,3.090909090909091,9,71.3
12665.0,Germany,6.75,247.45000000000002,3,4.666666666666667,325,171.5
12666.0,Israel,16.95,1020.98,1,31.0,395,0.0
12667.0,Finland,8.5,460.12999999999994,1,32.0,59,0.0
12668.0,Germany,12.75,9903.710000000001,9,58.888888888888886,12,82.75
12669.0,France,16.95,1427.7300000000002,2,49.0,151,105.0
12670.0,France,9.95,3426.39,7,15.428571428571429,11,109.0
12671.0,Germany,9.95,2622.481000000001,1,45.0,607,0.0
12672.0,France,9.95,380.50000000000006,2,10.5,330,265.0
12673.0,Germany,9.95,1140.02,3,24.0,6,198.0
12674.0,France,14.95,1793.31,4,19.75,39,56.33
12675.0,Italy,15.95,850.8,2,56.0,554,24.0
12676.0,Sweden,5.95,2333.0899999999997,10,9.7,25,50.56
12677.0,France,7.95,353.3,2,9.5,556,111.0
12678.0,France,14.95,32165.130000000005,15,24.266666666666666,43,46.36
12679.0,France,9.95,896.6700000000005,4,11.0,59,74.33
12680.0,France,9.95,790.8099999999998,4,12.25,1,37.0
12681.0,France,16.95,27640.760000000002,44,32.25,15,16.07
12682.0,France,12.75,21605.81,51,19.392156862745097,4,14.2
12683.0,France,12.75,11122.599999999997,20,26.0,5,37.58
12684.0,France,8.5,2073.63,6,16.333333333333332,8,40.6
12685.0,France,12.75,2575.08,6,25.166666666666668,29,12.6
12686.0,France,1.45,142.28,1,12.0,372,0.0
12687.0,Sweden,12.75,1858.91,1,125.0,481,0.0
12688.0,Israel,125.0,4873.810000000005,1,171.0,114,0.0
12689.0,France,9.95,1139.6100000000004,2,35.0,26,101.0
12690.0,France,12.5,335.00999999999993,1,15.0,206,0.0
12691.0,France,8.5,1044.4,6,5.5,29,78.0
12692.0,France,7.95,110.95,1,13.0,638,0.0
12693.0,Germany,10.65,1352.4199999999998,7,10.285714285714286,128,65.33
12694.0,France,12.75,1659.4499999999998,3,26.666666666666668,71,174.5
12695.0,France,45.95,1371.1199999999997,7,8.285714285714286,8,109.17
12696.0,Finland,50.76,681.15,2,23.5,435,74.0
12697.0,Sweden,4.95,739.0200000000002,3,12.666666666666666,29,69.5
12698.0,Germany,12.75,285.75000000000006,1,15.0,591,0.0
12699.0,Germany,16.95,566.1100000000001,1,40.0,418,0.0
12700.0,France,12.75,4525.99,4,66.0,8,68.67
12701.0,Germany,16.95,2248.41,6,23.5,80,110.0
12702.0,Germany,5.95,201.0,1,11.0,20,0.0
12703.0,Germany,10.95,802.1799999999998,4,17.5,72,204.0
12704.0,Finland,24.95,1740.84,8,10.125,8,22.57
12705.0,Germany,16.95,10906.000000000004,13,45.38461538461539,16,42.75
12707.0,France,12.75,603.42,1,33.0,292,0.0
12708.0,Germany,19.95,4560.159999999999,18,16.166666666666668,30,40.18
12709.0,Germany,84.58,29468.26,33,14.848484848484848,16,21.84
12710.0,Germany,9.95,1004.5700000000003,3,24.666666666666668,97,51.5
12711.0,Germany,7.49,1213.0500000000002,2,29.0,612,65.0
12712.0,Germany,25.0,6205.659999999999,21,12.047619047619047,29,34.6
12713.0,Germany,11.95,794.5499999999998,1,37.0,1,0.0
12714.0,France,12.75,12815.71,12,57.0,10,65.45
12715.0,Sweden,2.1,273.86,1,20.0,107,0.0
12716.0,France,9.95,963.4899999999996,2,33.5,4,129.0
12717.0,Greece,39.95,1058.91,3,22.666666666666668,152,219.0
12718.0,France,9.95,202.25000000000003,1,18.0,72,0.0
12719.0,France,12.5,536.1,2,18.5,6,59.0
12720.0,Germany,14.95,7111.880000000001,29,17.0,3,17.61
12721.0,France,16.95,3528.68,8,28.875,32,62.29
12722.0,France,16.95,886.3299999999999,4,13.0,86,21.0
12723.0,France,16.95,707.0699999999999,5,13.6,4,15.0
12724.0,France,9.95,2083.5200000000004,7,17.428571428571427,6,87.83
12725.0,Italy,12.75,2278.5600000000004,3,42.0,372,106.0
12726.0,France,7.95,3690.6000000000004,11,15.272727272727273,29,59.0
12727.0,France,10.65,4890.530000000001,10,19.3,11,71.11
12728.0,France,14.95,926.1700000000001,5,11.2,72,77.75
12729.0,France,9.95,417.0100000000001,1,25.0,114,0.0
12730.0,Germany,18.95,703.2500000000001,1,46.0,522,0.0
12731.0,France,14.95,25540.209999999995,17,23.058823529411764,24,38.56
12732.0,France,4.15,218.2600000000001,1,11.0,180,0.0
12733.0,USA,12.75,2325.9700000000003,4,39.0,235,151.33
12734.0,France,8.5,603.65,3,6.0,353,19.5
12735.0,France,15.95,689.5699999999998,2,20.5,316,21.0
12736.0,France,1.95,144.0,1,3.0,333,0.0
12738.0,Germany,9.95,274.69999999999993,1,20.0,373,0.0
12739.0,United Arab Emirates,59.95,2421.2299999999996,2,43.0,100,295.0
12740.0,France,8.5,427.5999999999999,1,27.0,64,0.0
12741.0,USA,4.95,236.07000000000005,1,15.0,534,0.0
12742.0,United Arab Emirates,4.65,1185.02,1,67.0,626,0.0
12743.0,Unspecified,16.95,546.43,2,67.0,135,0.0
12744.0,Singapore,125.0,13158.159999999998,8,41.5,57,76.14
12745.0,EIRE,201.56,925.4099999999999,3,7.666666666666667,487,97.5
12746.0,United Kingdom,7.95,230.84999999999997,1,17.0,541,0.0
12747.0,United Kingdom,19.95,9164.59,26,9.884615384615385,3,28.84
12748.0,United Kingdom,387.54,50056.28999999999,323,22.275541795665635,1,1.9
12749.0,United Kingdom,26.95,6278.490000000002,9,37.44444444444444,4,64.12
12750.0,Poland,11.95,275.88,1,15.0,129,0.0
12751.0,Brazil,6.95,268.27,1,62.0,445,0.0
12752.0,Norway,8.5,4366.779999999999,1,53.0,82,0.0
12753.0,Japan,14.95,21024.01,6,32.833333333333336,23,67.4
12754.0,Japan,3.75,3010.74,3,21.0,236,36.0
12755.0,Japan,9.95,6423.9,11,5.818181818181818,281,40.9
12756.0,Japan,0.85,112.08000000000001,1,4.0,87,0.0
12757.0,Portugal,29.95,4184.2,9,40.55555555555556,16,23.88
12758.0,Portugal,10.95,9779.000000000002,7,44.714285714285715,117,103.17
12759.0,Netherlands,16.95,4618.740000000001,8,36.75,53,97.14
12760.0,Netherlands,4.95,317.79999999999995,1,20.0,456,0.0
12761.0,Netherlands,12.75,712.9499999999999,1,25.0,465,0.0
12762.0,Portugal,8.25,1702.5200000000007,2,33.5,8,17.0
12763.0,Japan,4.25,814.1600000000001,2,17.0,139,230.0
12764.0,Lebanon,14.95,1693.8800000000003,1,45.0,317,0.0
12765.0,Netherlands,8.5,1299.58,6,10.333333333333334,473,33.4
12766.0,Portugal,9.95,9074.429999999998,9,49.77777777777778,4,50.12
12767.0,Korea,5.45,949.8199999999999,1,43.0,376,0.0
12769.0,Brazil,10.95,1143.6000000000001,1,32.0,239,0.0
12770.0,Japan,8.95,2981.45,2,14.0,211,245.0
12771.0,Portugal,9.95,206.50000000000003,1,14.0,486,0.0
12772.0,Portugal,12.75,752.4700000000004,1,54.0,60,0.0
12774.0,Netherlands,2.95,83.7,1,5.0,536,0.0
12775.0,Netherlands,16.95,1516.3200000000002,7,10.571428571428571,18,64.83
12776.0,Portugal,0.85,27.5,1,3.0,668,0.0
12777.0,United Kingdom,16.95,519.4499999999999,1,26.0,458,0.0
12778.0,Netherlands,14.95,1541.68,9,11.666666666666666,20,72.38
12779.0,Poland,12.75,6406.76,14,19.785714285714285,38,53.31
12780.0,Netherlands,9.95,322.39999999999986,1,19.0,599,0.0
