CustomerID,max_price,total_value,frequency,avg_items,recency,avg_order_time,region_Europe,region_Other,km3,rfm,rfmo
12369.0,3.1618876823768938,10.561431157286206,1.584962500721156,4.906890595608519,8.693486957499326,6.839203788096943,1,0,0,1,1
12370.0,3.3146965256562866,11.951397648794789,2.807354922057604,4.822001698022006,5.7004397181410935,6.695854657571728,1,0,2,2,4
12371.0,3.672425341971496,11.708816622061407,2.0,5.348728154231077,5.906890595608518,7.612278769607844,1,0,0,1,4
12372.0,2.990954860396993,10.22404992406152,1.584962500721156,4.029747343394051,6.169925001442312,6.820178962415187,1,0,0,1,2
12373.0,3.412781525338476,9.857436772596062,1.584962500721156,4.0,8.285402218862249,7.503825737995751,1,0,0,1,1
12374.0,4.083213368248981,11.382202503528516,1.584962500721156,4.754887502163468,4.700439718141092,8.139551352398794,1,0,2,0,2
12375.0,2.990954860396993,8.55236169964577,1.0,2.9068905956085187,3.4594316186372973,6.459431618637298,1,0,0,0,2
12376.0,2.3074285251922477,8.581765495476867,1.0,2.4594316186372973,8.60733031374961,4.857980995127573,1,0,0,3,1
12377.0,4.083213368248981,11.673450422713534,2.0,5.2288186904958796,8.303780748177102,6.523561956057013,1,0,0,1,1
12378.0,5.320123598040615,12.403097261532006,1.0,7.233619676759702,7.0223678130284535,8.758223214726723,1,0,0,1,4
12379.0,3.3146965256562866,10.519901574262658,2.0,4.266786540694901,6.357552004618085,7.244791941599789,1,0,0,1,4
12380.0,4.640967910449898,12.807958602256475,3.0,5.060695931687554,4.459431618637297,6.523561956057013,1,0,2,2,4
12381.0,3.672425341971496,10.4852859321029,1.584962500721156,4.772589503896928,2.3219280948873617,5.857980995127572,1,0,2,0,2
12383.0,3.672425341971496,10.659380520429577,2.3219280948873617,4.232660756790275,7.531381460516312,5.400879436282184,1,0,0,1,1
12384.0,3.672425341971496,8.665904354954897,1.0,3.643856189774725,4.857980995127573,6.539158811108031,1,0,0,0,2
12385.0,3.902073579310743,10.704249502001863,0.0,6.0,8.569855608330949,0.0,1,0,1,1,0
12386.0,2.7548875021634687,9.368069876532084,1.0,3.169925001442312,8.400879436282183,4.906890595608519,0,1,0,3,1
12387.0,4.083213368248981,7.169323753239866,0.0,3.169925001442312,8.700439718141093,0.0,0,1,1,3,0
12388.0,3.4789718050329426,11.929668963418587,3.0,4.189824558880018,4.0,6.347488497211795,0,1,2,2,4
12389.0,3.3146965256562866,10.48515508864702,1.584962500721156,4.029747343394051,8.654636028527968,6.9886846867721655,0,1,0,1,1
12390.0,4.083213368248981,8.97968241371522,0.0,4.954196310386875,6.321928094887363,0.0,1,0,1,0,5
12391.0,6.321026128592969,11.424071786047833,2.5849625007211556,5.54946381949977,4.459431618637297,7.011227255423254,1,0,2,2,2
12392.0,3.3146965256562866,7.874981347653775,0.0,2.807354922057604,9.20945336562895,0.0,0,1,1,3,0
12393.0,3.672425341971496,11.214774445103387,2.5849625007211556,4.15650448567999,6.189824558880018,6.165911938935689,0,1,0,1,4
12394.0,3.3146965256562866,10.077456652400588,1.0,3.643856189774725,6.0,7.266786540694902,1,0,0,0,2
12395.0,5.320123598040615,12.145588302853449,3.906890595608519,3.9879271676994246,4.3219280948873635,5.3995129241829645,1,0,2,2,3
12396.0,3.4528589647138115,9.863303539781596,0.0,6.0223678130284535,9.398743691938193,0.0,0,1,1,3,0
12397.0,4.083213368248981,11.113025849013107,1.0,5.954196310386875,5.169925001442311,6.6438561897747235,1,0,0,0,2
12398.0,2.990954860396993,10.487498408201498,0.0,6.392317422778762,5.523561956057013,0.0,1,0,1,0,5
12399.0,2.3074285251922477,10.84729229357836,2.807354922057604,3.8791456051256143,6.906890595608518,6.464831606379888,1,0,0,1,4
12400.0,2.3074285251922477,7.681238411777805,0.0,3.4594316186372973,8.696967526234287,0.0,0,1,1,3,0
12401.0,3.672425341971496,6.114783447249852,0.0,2.0,8.247927513443585,0.0,1,0,1,3,0
12402.0,3.672425341971496,10.134618837852269,2.5849625007211556,3.415037499278844,8.339850002884624,6.129283016944966,1,0,0,1,1
12403.0,2.3074285251922477,9.887768948647901,1.0,1.807354922057604,5.6438561897747235,8.882643049361839,1,0,0,0,2
12404.0,5.982765462583647,5.982765462583647,0.0,0.0,9.41574176829009,0.0,1,0,1,3,0
12405.0,3.0874628412503395,10.441273895774644,0.0,5.7279204545632,7.219168520462161,0.0,1,0,1,1,5
12406.0,3.902073579310743,12.568005970132143,2.3219280948873617,5.053111336459564,4.523561956057013,7.403012023574995,1,0,2,2,4
12407.0,3.4528589647138115,10.557578576523174,2.3219280948873617,3.8479969065549504,5.6438561897747235,5.754887502163467,1,0,0,1,4
12408.0,5.127220550488074,11.914250574011517,3.0,4.247927513443585,5.044394119358453,6.069100631922827,1,0,2,2,4
12409.0,4.904484097901423,14.49500991861073,2.807354922057604,5.23703919730085,6.303780748177103,6.351734322591575,1,0,2,2,4
12410.0,3.672425341971496,9.572624442748193,1.584962500721156,3.6629650127224282,8.271463027904375,6.60733031374961,1,0,0,1,1
12411.0,3.3146965256562866,8.43837603039902,0.0,4.459431618637297,8.679480099505446,0.0,0,1,1,3,0
12412.0,3.0874628412503395,11.222209255065572,2.5849625007211556,4.333900736553439,6.2288186904958796,6.5453506448223,1,0,0,1,4
12413.0,4.904484097901423,9.750706986224946,2.0,3.584962500721156,6.066089190457772,6.811599469883661,1,0,0,1,2
12414.0,2.4462562298895643,8.789240185626184,2.0,2.4594316186372973,7.768184324776926,6.3692919816800355,1,0,0,1,1
12415.0,4.904484097901423,17.126734918484477,4.584962500721156,5.263660439708182,4.6438561897747235,4.482202926295956,0,1,2,2,3
12416.0,1.0703893278913978,7.6622054996536155,0.0,3.4594316186372973,9.35974956032233,0.0,0,1,1,3,0
12417.0,4.904484097901423,12.528749554614155,4.3219280948873635,4.133399125417198,2.0,5.283551423174306,1,0,2,2,3
12418.0,3.3146965256562866,10.977959604782448,2.0,4.672425341971495,6.820178962415187,7.434628227636725,1,0,0,1,4
12419.0,3.902073579310743,8.611061694406903,1.0,3.523561956057013,8.59245703726808,4.807354922057604,1,0,0,3,1
12420.0,4.083213368248981,9.229756137635134,0.0,4.857980995127573,6.0,0.0,1,0,1,0,5
12421.0,4.083213368248981,9.764208130139947,2.5849625007211556,3.297680548640685,4.0,6.620586410451878,1,0,2,0,2
12422.0,4.083213368248981,11.829465087966723,3.584962500721156,3.7548875021634687,6.584962500721157,5.839707698350368,0,1,2,1,4
12423.0,4.083213368248981,11.161881385684376,3.3219280948873617,3.9541963103868754,0.0,5.7034883496568245,1,0,2,2,3
12424.0,3.3146965256562866,11.68377539338814,2.0,4.523561956057013,7.348728154231077,7.014913158124925,0,1,0,1,4
12425.0,3.672425341971496,10.714940935143305,1.0,5.507794640198697,6.303780748177103,8.535275376620802,1,0,0,1,2
12426.0,4.083213368248981,10.189095616131436,1.0,5.2288186904958796,7.60733031374961,8.873444112515378,1,0,0,1,1
12427.0,3.0874628412503395,9.700214279428096,1.584962500721156,3.6244908649077936,4.459431618637297,7.455327220304562,1,0,0,0,2
12428.0,4.083213368248981,12.636171441635922,3.0,5.164906926675688,4.700439718141092,5.231509210867047,1,0,2,2,4
12429.0,3.902073579310743,12.758537624677773,3.0,4.4008794362821835,3.3219280948873617,6.274820737040402,1,0,2,2,3
12430.0,3.5789387130933865,7.757556688939452,0.0,3.3219280948873617,5.459431618637297,0.0,1,0,1,0,5
12431.0,4.083213368248981,13.342826107492963,4.6438561897747235,4.0,5.169925001442311,4.807354922057604,0,1,2,2,3
12432.0,6.0223678130284535,12.089887394632568,2.0,4.7414669864011465,5.426264754702097,5.459431618637297,1,0,2,2,4
12433.0,3.902073579310743,14.329043687345324,3.3219280948873617,6.141596278383818,0.0,5.739848102699328,1,0,2,2,3
12434.0,3.3146965256562866,10.053219969044298,1.584962500721156,4.544320516223809,6.409390936137703,7.214319120800765,0,1,0,1,1
12435.0,3.902073579310743,13.765486056241233,2.5849625007211556,4.2223924213364485,6.321928094887363,7.04657836662033,1,0,2,2,4
12436.0,2.4462562298895643,8.744867466362635,0.0,3.906890595608519,6.6438561897747235,0.0,1,0,1,3,5
12437.0,3.672425341971496,13.426769242785713,5.247927513443585,3.7991963986704396,1.0,4.349082146391089,1,0,2,2,3
12438.0,3.672425341971496,11.268454278032037,1.0,5.584962500721157,3.906890595608519,6.977279923499918,1,0,2,0,2
12439.0,3.902073579310743,10.109151579170518,1.0,5.169925001442311,9.41574176829009,5.459431618637297,1,0,0,1,1
12440.0,3.3146965256562866,9.340183921423527,1.0,3.906890595608519,8.854868383260236,8.0,1,0,0,3,1
12441.0,2.2172307162206693,8.28123458464702,0.0,4.3219280948873635,8.519636252843213,0.0,1,0,1,3,0
12442.0,1.560714954474479,7.170525999176848,0.0,3.4594316186372973,2.0,0.0,1,0,1,0,5
12443.0,3.672425341971496,8.512977436365281,0.0,4.3219280948873635,9.517669388133813,0.0,1,0,1,3,0
12444.0,4.640967910449898,11.996282811590287,2.3219280948873617,5.104336659814735,4.459431618637297,5.257387842692652,1,0,2,2,4
12445.0,2.3074285251922477,8.533251851928966,1.0,3.523561956057013,4.523561956057013,8.640244936222345,1,0,0,0,2
12446.0,3.902073579310743,9.969113066941526,0.0,5.832890014164741,5.857980995127572,0.0,0,1,1,0,5
12447.0,3.3146965256562866,8.753183314375747,0.0,4.6438561897747235,7.930737337562888,0.0,1,0,1,3,0
12448.0,6.0223678130284535,8.513530223349232,0.0,4.392317422778762,5.491853096329675,0.0,1,0,1,0,5
12449.0,3.3146965256562866,12.061671582205362,2.3219280948873617,5.292781749227847,4.523561956057013,6.7073591320808825,1,0,2,2,4
12450.0,3.672425341971496,9.381434799076818,2.3219280948873617,2.8875252707415875,7.294620748891628,6.321928094887363,1,0,0,1,1
12451.0,4.904484097901423,13.610393941537694,3.0,5.994353436858858,3.4594316186372973,6.220523436411513,1,0,2,2,3
12452.0,3.0874628412503395,8.445304597695936,0.0,4.3219280948873635,4.087462841250339,0.0,1,0,1,0,5
12453.0,2.7548875021634687,9.465750045955089,0.0,5.426264754702097,7.076815597050832,0.0,1,0,1,3,5
12454.0,5.383704292474052,11.991773374609338,2.0,3.2854022188622483,5.832890014164741,6.930737337562888,1,0,2,1,4
12455.0,5.320123598040615,12.482543287133948,3.169925001442312,4.611434712082347,6.209453365628951,6.348728154231077,1,0,2,1,4
12456.0,3.672425341971496,11.318480671929779,1.584962500721156,5.345774836841731,5.491853096329675,6.721099188707185,1,0,0,1,4
12457.0,4.083213368248981,10.988904766177301,2.807354922057604,3.5145731728297585,6.066089190457772,5.954196310386875,1,0,0,1,4
12458.0,3.3146965256562866,10.553139673602928,2.0,4.3219280948873635,6.169925001442312,7.122362116711442,1,0,0,1,2
12459.0,3.902073579310743,8.637928981009013,0.0,4.459431618637297,9.243173983472953,0.0,1,0,1,3,0
12460.0,3.3146965256562866,8.212617972572628,0.0,4.087462841250339,8.83605035505807,0.0,1,0,1,3,0
12461.0,3.0874628412503395,9.292045492492862,0.0,5.087462841250339,7.276124405274237,0.0,1,0,1,3,0
12462.0,3.672425341971496,9.768200869349961,1.0,4.906890595608519,4.247927513443585,8.154818109052105,1,0,0,0,2
12463.0,3.672425341971496,10.186894198520887,2.0,4.303780748177103,5.754887502163467,5.977279923499918,1,0,0,0,2
12464.0,4.083213368248981,9.90245048843348,3.0,1.459431618637297,3.4594316186372973,5.4359618954376305,1,0,2,0,2
12465.0,3.3146965256562866,9.396369307285845,1.0,4.491853096329675,4.169925001442312,7.257387842692652,1,0,0,0,2
12466.0,5.826039958896192,5.826039958896192,0.0,0.0,9.41574176829009,0.0,1,0,1,3,0
12468.0,3.672425341971496,11.640493499480353,2.3219280948873617,4.857980995127573,7.554588851677637,6.957102041562287,1,0,0,1,4
12469.0,3.672425341971496,11.584276681890714,1.0,5.247927513443585,9.030667136246944,3.906890595608519,0,1,0,1,1
12470.0,3.995484518877507,7.727580156167733,0.0,4.523561956057013,9.430452551665534,0.0,0,1,1,3,0
12471.0,5.360715425392931,15.026031019790178,6.169925001442312,3.920187418221977,1.584962500721156,3.4581194811745064,1,0,2,2,3
12472.0,4.904484097901423,13.926545257012096,4.247927513443585,5.5513541080783355,5.044394119358453,5.277240898332068,1,0,2,2,3
12473.0,4.083213368248981,11.319542295129466,1.584962500721156,5.745954377393462,5.754887502163467,6.118941072723508,1,0,0,1,4
12474.0,6.0223678130284535,13.41262938453196,4.857980995127573,4.557760773162519,4.169925001442312,4.565597175854225,1,0,2,2,3
12475.0,3.3146965256562866,10.057504426386751,1.0,4.882643049361842,5.754887502163467,8.479780264029099,1,0,0,0,2
12476.0,4.456149034647996,13.544918563241815,4.169925001442312,4.795859283219776,4.0,4.866907978143166,1,0,2,2,3
12477.0,4.083213368248981,14.30018379746935,3.169925001442312,5.9696263509564815,4.523561956057013,6.243173983472952,1,0,2,2,3
12478.0,3.0874628412503395,9.092730717691783,0.0,5.1292830169449655,2.0,0.0,1,0,1,0,5
12479.0,3.3146965256562866,8.725536678431059,0.0,4.906890595608519,3.584962500721156,0.0,1,0,1,0,5
12480.0,4.083213368248981,12.230350740219462,2.807354922057604,5.0691620245073965,4.857980995127573,6.330916878114617,1,0,2,2,4
12481.0,4.083213368248981,13.43137093195296,3.8073549220576037,4.754887502163468,4.523561956057013,5.506525779043122,1,0,2,2,3
12482.0,2.935459747805289,14.421389001836069,4.754887502163468,2.9033239805883264,9.172427508645482,1.956056652412403,1,0,2,1,4
12483.0,2.935459747805289,11.97704017002843,4.247927513443585,2.694586991895654,4.169925001442312,5.216066783087033,1,0,2,2,3
12484.0,3.672425341971496,12.427011596400671,3.169925001442312,5.7035191110730645,5.169925001442311,6.3466023752989855,1,0,2,2,4
12485.0,3.1618876823768938,9.467809306179783,0.0,5.087462841250339,9.049848549450562,0.0,1,0,1,3,0
12486.0,4.083213368248981,9.841218373923887,0.0,5.584962500721157,8.754887502163468,0.0,1,0,1,3,0
12487.0,1.3504972470841332,8.021257620560519,0.0,1.0,9.513727595952435,0.0,1,0,1,3,0
12488.0,4.083213368248981,10.2815359841408,1.584962500721156,4.169925001442312,3.3219280948873617,5.066089190457771,1,0,2,0,2
12489.0,3.995484518877507,8.223663879963585,0.0,3.8073549220576037,8.396604781181859,0.0,1,0,1,3,0
12490.0,3.643856189774725,13.09665586443294,4.3219280948873635,4.462706750670158,2.5849625007211556,5.2913088598289715,1,0,2,2,3
12491.0,3.1618876823768938,8.729280846027402,0.0,4.6438561897747235,5.28540221886225,0.0,1,0,1,0,5
12492.0,3.3146965256562866,9.246051740132208,1.584962500721156,3.700439718141092,6.0,7.413627929024173,1,0,0,0,2
12493.0,4.083213368248981,8.502990879518668,1.0,3.3219280948873617,7.3750394313469245,5.0,1,0,0,3,1
12494.0,3.4528589647138115,10.54256760776422,3.169925001442312,3.5025003405291835,4.0,6.137093608974941,1,0,2,2,2
12495.0,3.0874628412503395,7.9271853578263665,0.0,4.0,9.324180546618742,0.0,1,0,1,3,0
12496.0,1.9068905956085185,5.757289992378772,1.0,2.700439718141092,9.278449458220482,0.0,1,0,1,3,0
12497.0,5.1996723448363635,12.541036098348703,1.584962500721156,4.196397212803503,6.357552004618085,8.139551352398794,1,0,0,1,4
12498.0,2.572889668420581,8.449973985810354,1.584962500721156,2.807354922057604,4.459431618637297,4.247927513443585,1,0,0,0,2
12499.0,3.0874628412503395,8.4826869709376,0.0,4.700439718141092,9.131856960608793,0.0,1,0,1,3,0
12500.0,4.456149034647996,12.423722597122723,4.169925001442312,2.852442811586142,4.584962500721156,5.27872821293894,1,0,2,2,3
12501.0,4.083213368248981,10.926058738678796,0.0,7.209453365628951,8.396604781181859,0.0,1,0,1,1,0
12502.0,4.24412594328373,11.548759306848455,2.3219280948873617,4.8278190246173205,6.584962500721157,5.76155123244448,1,0,0,1,4
12503.0,0.6780719051126377,9.807354922057604,0.0,0.0,9.192292814470768,0.0,1,0,1,3,0
12504.0,3.672425341971496,8.326429487122303,2.0,2.0874628412503395,4.247927513443585,7.594921715026915,1,0,0,0,2
12505.0,4.083213368248981,9.5401280385821,0.0,5.357552004618084,8.675957032941751,0.0,1,0,1,3,0
12506.0,2.990954860396993,6.199672344836365,0.0,4.523561956057013,7.864186144654282,0.0,1,0,1,3,0
12507.0,3.672425341971496,10.513046546322599,2.0,3.523561956057013,7.076815597050832,7.2384047393250786,1,0,0,1,1
12508.0,2.3074285251922477,8.637603001434474,1.0,5.108524456778168,4.754887502163468,1.584962500721156,1,0,1,0,5
12509.0,3.0874628412503395,7.308339030139407,0.0,2.5849625007211556,8.154818109052105,0.0,1,0,1,3,0
12510.0,3.0874628412503395,11.545606453369011,2.807354922057604,4.2906771609029235,7.159871336778389,6.6293566200796095,1,0,0,1,4
12511.0,4.318316841334983,11.582033751943849,0.0,7.569855608330947,8.744833837499545,0.0,1,0,1,1,0
12512.0,2.990954860396993,7.108838052049677,1.0,4.087462841250339,6.066089190457772,0.0,0,1,1,0,5
12513.0,3.672425341971496,9.057423194320164,0.0,5.087462841250339,6.820178962415187,0.0,1,0,1,3,5
12514.0,3.672425341971496,10.641835001555368,1.0,5.392317422778762,8.066089190457772,8.550746785383243,1,0,0,1,1
12515.0,3.672425341971496,8.122569192216446,0.0,3.906890595608519,8.467605550082997,0.0,1,0,1,3,0
12516.0,1.560714954474479,11.160262223909426,2.0,4.129283016944966,6.285402218862249,7.4456770502708425,1,0,0,1,4
12517.0,3.3146965256562866,11.157908996871276,2.0,6.134426320220926,4.857980995127573,5.7636771418966,1,0,2,0,4
12518.0,3.3146965256562866,10.846187707549932,2.3219280948873617,4.572889668420581,0.0,4.807354922057604,1,0,2,2,3
12519.0,3.0874628412503395,9.241244338813841,1.0,4.247927513443585,6.0,8.693486957499326,1,0,0,0,2
12520.0,4.083213368248981,11.163970379021325,2.3219280948873617,4.877744249949002,6.321928094887363,5.6220518194563756,1,0,0,1,4
12521.0,3.902073579310743,9.091911357491911,0.0,5.20945336562895,7.159871336778389,0.0,1,0,1,3,0
12522.0,2.3074285251922477,7.2920454924928615,1.0,2.3219280948873617,5.3219280948873635,3.700439718141092,1,0,0,0,5
12523.0,4.6438561897747235,11.928092684113338,4.523561956057013,3.377304851923736,4.3219280948873635,5.038260575175348,1,0,2,2,3
12524.0,3.672425341971496,13.252570826394875,4.087462841250339,3.7198920808072646,3.3219280948873617,5.388189537156084,1,0,2,2,3
12525.0,3.3146965256562866,9.54144514386101,1.584962500721156,4.2976805486406855,8.96289600533726,6.2288186904958796,1,0,0,1,1
12526.0,3.672425341971496,10.195569064936466,1.584962500721156,4.502500340529184,0.0,5.569855608330949,1,0,2,0,3
12527.0,3.0874628412503395,9.486855128670888,2.3219280948873617,2.6322682154995127,6.357552004618085,6.810571634741148,1,0,0,1,1
12528.0,4.083213368248981,10.674439465211076,2.5849625007211556,3.841302253980942,3.3219280948873617,5.940166750482818,1,0,2,2,2
12529.0,3.3146965256562866,8.28438457507067,0.0,4.392317422778762,9.047123912114026,0.0,1,0,1,3,0
12530.0,5.127220550488074,11.701245806838019,3.169925001442312,4.049243519019849,5.906890595608518,6.197314999473817,1,0,2,1,4
12531.0,4.904484097901423,10.762423566467364,1.0,5.977279923499918,3.906890595608519,9.39231742277876,1,0,2,0,2
12532.0,3.0443941193584534,8.293839460444293,0.0,3.906890595608519,4.954196310386875,0.0,1,0,1,0,5
12533.0,3.672425341971496,9.974400248829273,1.0,5.1292830169449655,9.294620748891626,6.794415866350106,1,0,0,1,1
12534.0,4.24412594328373,9.93837401662286,0.0,5.954196310386875,7.03342300153745,0.0,1,0,1,1,5
12535.0,3.1618876823768938,9.484520832976004,1.0,4.087462841250339,6.523561956057013,6.569855608330947,1,0,0,1,1
12536.0,4.083213368248981,12.019333577712693,0.0,8.016808287686555,5.906890595608518,0.0,1,0,1,1,5
12537.0,3.3146965256562866,9.259602046824504,0.0,5.392317422778762,8.675957032941751,0.0,1,0,1,3,0
12538.0,3.902073579310743,9.322942133381842,1.0,4.087462841250339,4.906890595608519,8.451211111832329,1,0,0,0,2
12539.0,4.083213368248981,13.449503341698305,2.807354922057604,6.167059667747923,4.523561956057013,6.860093741828548,1,0,2,2,4
12540.0,4.904484097901423,14.225756478595455,5.0,4.529430554146152,4.3219280948873635,4.551516017628013,1,0,2,2,3
12541.0,3.643856189774725,9.71627073855598,1.584962500721156,4.029747343394051,4.906890595608519,6.977279923499918,1,0,0,0,2
12542.0,3.672425341971496,8.725809309421786,1.0,4.285402218862249,8.92184093707449,7.294620748891628,1,0,0,3,1
12543.0,3.672425341971496,9.714674827308002,0.0,5.392317422778762,8.810571634741146,0.0,1,0,1,3,0
12544.0,2.990954860396993,8.227375273626214,0.0,4.169925001442312,5.20945336562895,0.0,1,0,1,0,5
12545.0,3.672425341971496,9.701115822991813,1.0,4.584962500721156,6.247927513443584,7.531381460516312,1,0,0,0,2
12546.0,3.5789387130933865,9.967946705812707,1.0,5.066089190457771,5.554588851677637,5.0,1,0,0,0,2
12547.0,1.3504972470841332,8.226797502276524,1.584962500721156,2.5849625007211556,7.6293566200796095,7.243173983472952,1,0,0,3,1
12548.0,0.5360529002402097,6.070389327891397,0.0,2.0,7.383704292474053,0.0,1,0,1,3,0
12549.0,2.3074285251922477,10.617173570044088,2.3219280948873617,3.263034405833794,9.169925001442312,4.954196310386875,0,1,0,1,1
12550.0,3.3146965256562866,9.687952995885365,0.0,5.807354922057604,6.321928094887363,0.0,1,0,1,0,5
12551.0,0.963474123974886,7.392317422778762,0.0,3.3219280948873617,8.483815777264255,0.0,1,0,1,3,0
12552.0,3.902073579310743,8.312066104243817,0.0,4.247927513443585,5.3219280948873635,0.0,1,0,1,0,5
12553.0,4.904484097901423,11.981859786851222,3.584962500721156,4.241585986569759,3.169925001442312,5.254745197629212,1,0,2,2,3
12554.0,3.3146965256562866,8.586839787961827,0.0,4.6438561897747235,8.810571634741146,0.0,1,0,1,3,0
12555.0,7.013797212028991,7.013797212028991,0.0,0.0,9.41574176829009,0.0,1,0,1,3,0
12556.0,3.672425341971496,9.237711888276566,1.0,5.918863237274595,5.672425341971495,6.658211482751795,1,0,0,0,2
12557.0,1.9068905956085185,14.191995305011856,3.0,2.8579809951275723,4.087462841250339,6.664340611839808,1,0,2,2,3
12559.0,3.672425341971496,8.966390089369176,1.0,3.3219280948873617,8.280770770130601,3.169925001442312,1,0,1,3,1
12560.0,4.083213368248981,10.8806472659113,1.0,5.6865005271832185,2.5849625007211556,7.108524456778168,1,0,2,0,2
12561.0,2.990954860396993,7.899961066583903,0.0,4.0,8.243173983472952,0.0,1,0,1,3,0
12562.0,4.083213368248981,12.112087587023522,3.169925001442312,4.459431618637297,3.169925001442312,5.754887502163467,1,0,2,2,3
12563.0,1.9068905956085185,7.789468436941202,0.0,3.584962500721156,8.675957032941751,0.0,1,0,1,3,0
12564.0,4.083213368248981,8.654277995261236,0.0,4.3219280948873635,8.03342300153745,0.0,1,0,1,3,0
12565.0,2.456806149230474,7.035293987472723,0.0,3.169925001442312,8.174925682500678,0.0,0,1,1,3,0
12566.0,3.3146965256562866,8.193278935521388,0.0,4.169925001442312,6.442943495848727,0.0,1,0,1,3,5
12567.0,5.424586226251101,13.568884784601602,3.906890595608519,5.378511623253731,4.523561956057013,5.539158811108031,1,0,2,2,3
12568.0,3.412781525338476,5.7004397181410935,0.0,2.0,9.333155350310617,0.0,1,0,1,3,0
12569.0,3.4528589647138115,11.611481332511149,5.0,2.294620748891627,1.584962500721156,3.1127001327493624,1,0,2,2,3
12570.0,6.276496665640357,6.276496665640357,0.0,0.0,9.41574176829009,0.0,1,0,1,3,0
12571.0,2.3074285251922477,9.021285385786816,1.0,4.087462841250339,5.3219280948873635,6.357552004618085,1,0,0,0,2
12572.0,4.083213368248981,9.808513765028387,1.0,4.857980995127573,3.169925001442312,5.459431618637297,1,0,2,0,2
12573.0,3.3146965256562866,9.486654044980757,2.3219280948873617,4.572889668420581,7.832890014164741,5.90086680798075,1,0,0,1,1
12574.0,3.3146965256562866,7.511357340697119,0.0,3.3219280948873617,8.303780748177102,0.0,1,0,1,3,0
12575.0,3.672425341971496,9.151828381513967,1.0,4.169925001442312,8.839203788096944,6.129283016944966,1,0,0,3,1
12576.0,4.640967910449898,10.968573202157884,3.0,4.139551352398794,5.169925001442311,6.1409831048784245,1,0,2,2,4
12577.0,3.37851162325373,10.632449995256684,3.0,5.233619676759702,5.169925001442311,6.656210320182598,1,0,2,0,4
12578.0,3.902073579310743,11.949990809810377,2.0,5.392317422778762,4.459431618637297,7.139551352398794,1,0,2,2,2
12579.0,3.672425341971496,8.54966917072649,0.0,4.807354922057604,6.303780748177103,0.0,1,0,1,0,5
12580.0,2.3074285251922477,9.911242167495343,1.0,4.807354922057604,7.948367231584678,8.366322214245816,1,0,0,1,1
12581.0,3.3146965256562866,7.489526879919219,0.0,3.8073549220576037,5.3219280948873635,0.0,1,0,1,0,5
